CODE,CNT
44911121,UK NGCS SC014 (13ppm)
44911122,UK NGCS SC012 (11ppm)
44911123,UK NGCS SC034 (100ppm)
44911124,UK NGCS SC031 (90ppm)
44911125,UK NGCS SC026 (60ppm)
44911126,UK NGCS SC011 (10ppm)
44911127,UK NGCS SC037 (145ppm)
44911128,UK NGCS SC012 (11ppm)
44911131,UK NGCS SC015 (15ppm)
44911132,UK NGCS SC016 (20ppm)
44911133,UK NGCS SC016 (20ppm)
44911134,UK NGCS SC016 (20ppm)
44911135,UK NGCS SC020 (36ppm)
44911136,UK NGCS SC030 (80ppm)
44911137,UK NGCS SC016 (20ppm)
44911138,UK NGCS SC011 (10ppm)
44911139,UK NGCS SC034 (100ppm)
44911140,UK NGCS SC017 (25ppm)
44911141,UK NGCS SC018 (30ppm)
44911142,UK NGCS SC015 (15ppm)
44911143,UK NGCS SC018 (30ppm)
44911144,UK NGCS SC018 (30ppm)
44911145,UK NGCS SC027 (65ppm)
44911146,UK NGCS SC018 (30ppm)
44911147,UK NGCS SC018 (30ppm)
44911148,UK NGCS SC017 (25ppm)
44911149,UK NGCS SC017 (25ppm)
44911150,UK NGCS SC019 (35ppm)
44911151,UK NGCS SC019 (35ppm)
44911152,UK NGCS SC021 (40ppm)
44911153,UK NGCS SC018 (30ppm)
44911154,UK NGCS SC019 (35ppm)
44911155,UK NGCS SC021 (40ppm)
44911156,UK NGCS SC055 (70ppc)
44911157,UK NGCS SC019 (35ppm)
44911158,UK NGCS SC019 (35ppm)
44911160,UK NGCS SC024 (50ppm)
44911161,UK NGCS SC024 (50ppm)
44911162,UK NGCS SC025 (55ppm)
44911163,UK NGCS SC024 (50ppm)
44911164,UK NGCS SC025 (55ppm)
44911165,UK NGCS SC028 (70ppm)
44911166,UK NGCS SC025 (55ppm)
44911167,UK NGCS SC024 (50ppm)
44911168,UK NGCS SC024 (50ppm)
44911170,UK NGCS SC027 (65ppm)
44911171,UK NGCS SC027 (65ppm)
44911172,UK NGCS SC027 (65ppm)
44911173,UK NGCS SC024 (50ppm)
44911174,UK NGCS SC024 (50ppm)
44911175,UK NGCS SC065 (600ppc)
44911176,UK NGCS SC026 (60ppm)
44911177,UK NGCS SC027 (65ppm)
44911180,UK NGCS SC029 (75ppm)
44911181,UK NGCS SC030 (80ppm)
44911182,UK NGCS SC029 (75ppm)
44911184,UK NGCS SC029 (75ppm)
44911185,UK NGCS SC029 (75ppm)
44911186,UK NGCS SC030 (80ppm)
44911187,UK NGCS SC027 (65ppm)
44911188,UK NGCS SC030 (80ppm)
44911189,UK NGCS SC030 (80ppm)
44911190,UK NGCS SC035 (110ppm)
44911191,UK NGCS SC034 (100ppm)
44911194,UK NGCS SC042 (220ppm)
44911195,UK NGCS SC035 (110ppm)
44911196,UK NGCS SC035 (110ppm)
44911197,UK NGCS SC031 (90ppm)
44911198,UK NGCS SC034 (100ppm)
44911199,UK NGCS SC035 (110ppm)
44911200,UK NGCS SC018 (30ppm)
44911201,UK NGCS SC018 (30ppm)
44911202,UK NGCS SC038 (150ppm)
44911204,UK NGCS SC021 (40ppm)
44911205,UK NGCS SC017 (25ppm)
44911206,UK NGCS SC031 (90ppm)
44911207,UK NGCS SC027 (65ppm)
44911208,UK NGCS SC017 (25ppm)
44911209,UK NGCS SC017 (25ppm)
44911210,UK NGCS SC016 (20ppm)
44911211,UK NGCS SC017 (25ppm)
44911212,UK NGCS SC017 (25ppm)
44911213,UK NGCS SC017 (25ppm)
44911214,UK NGCS SC018 (30ppm)
44911215,UK NGCS SC037 (145ppm)
44911216,UK NGCS SC017 (25ppm)
44911218,UK NGCS SC016 (20ppm)
44911219,UK NGCS SC016 (20ppm)
44911220,UK NGCS SC029 (75ppm)
44911221,UK NGCS SC017 (25ppm)
44911222,UK NGCS SC017 (25ppm)
44911223,UK NGCS SC017 (25ppm)
44911224,UK NGCS SC016 (20ppm)
44911225,UK NGCS SC016 (20ppm)
44911227,UK NGCS SC016 (20ppm)
44911228,UK NGCS SC016 (20ppm)
44911230,UK NGCS SC056 (75ppc)
44911231,UK NGCS SC018 (30ppm)
44911232,UK NGCS SC065 (600ppc)
44911233,UK NGCS SC019 (35ppm)
44911234,UK NGCS SC018 (30ppm)
44911235,UK NGCS SC018 (30ppm)
44911236,UK NGCS SC018 (30ppm)
44911237,UK NGCS SC018 (30ppm)
44911240,UK NGCS SC030 (80ppm)
44911241,UK NGCS SC022 (45ppm)
44911242,UK NGCS SC021 (40ppm)
44911243,UK NGCS SC021 (40ppm)
44911244,UK NGCS SC022 (45ppm)
44911245,UK NGCS SC021 (40ppm)
44911246,UK NGCS SC065 (600ppc)
44911247,UK NGCS SC019 (35ppm)
44911250,UK NGCS SC033 (99ppm)
44911252,UK NGCS SC022 (45ppm)
44911253,UK NGCS SC021 (40ppm)
44911254,UK NGCS SC024 (50ppm)
44911255,UK NGCS SC024 (50ppm)
44911256,UK NGCS SC065 (600ppc)
44911257,UK NGCS SC022 (45ppm)
44911258,UK NGCS SC022 (45ppm)
44911261,UK NGCS SC019 (35ppm)
44911262,UK NGCS SC021 (40ppm)
44911263,UK NGCS SC019 (35ppm)
44911264,UK NGCS SC026 (60ppm)
44911265,UK NGCS SC020 (36ppm)
44911266,UK NGCS SC019 (35ppm)
44911267,UK NGCS SC019 (35ppm)
44911269,UK NGCS SC032 (95ppm)
44911270,UK NGCS SC021 (40ppm)
44911271,UK NGCS SC028 (70ppm)
44911272,UK NGCS SC021 (40ppm)
44911274,UK NGCS SC021 (40ppm)
44911275,UK NGCS SC022 (45ppm)
44911276,UK NGCS SC024 (50ppm)
44911277,UK NGCS SC021 (40ppm)
44911278,UK NGCS SC021 (40ppm)
44911279,UK NGCS SC061 (250ppc)
44911280,UK NGCS SC026 (60ppm)
44911281,UK NGCS SC026 (60ppm)
44911282,UK NGCS SC027 (65ppm)
44911283,UK NGCS SC034 (100ppm)
44911284,UK NGCS SC026 (60ppm)
44911285,UK NGCS SC039 (155ppm)
44911286,UK NGCS SC041 (200ppm)
44911287,UK NGCS SC026 (60ppm)
44911288,UK NGCS SC062 (300ppc)
44911289,UK NGCS SC026 (60ppm)
44911290,UK NGCS SC030 (80ppm)
44911291,UK NGCS SC036 (120ppm)
44911292,UK NGCS SC029 (75ppm)
44911293,UK NGCS SC029 (75ppm)
44911294,UK NGCS SC029 (75ppm)
44911295,UK NGCS SC034 (100ppm)
44911296,UK NGCS SC031 (90ppm)
44911297,UK NGCS SC029 (75ppm)
44911298,UK NGCS SC033 (99ppm)
44911299,UK NGCS SC029 (75ppm)
44911300,UK NGCS SC054 (50ppc)
44911301,UK NGCS SC054 (50ppc)
44911303,UK NGCS SC054 (50ppc)
44911304,UK NGCS SC054 (50ppc)
44911305,UK NGCS SC065 (600ppc)
44911306,UK NGCS SC054 (50ppc)
44911308,UK NGCS SC054 (50ppc)
44911309,UK NGCS SC054 (50ppc)
44911310,UK NGCS SC017 (25ppm)
44911311,UK NGCS SC064 (500ppc)
44911312,UK NGCS SC018 (30ppm)
44911313,UK NGCS SC018 (30ppm)
44911314,UK NGCS SC042 (220ppm)
44911315,UK NGCS SC018 (30ppm)
44911316,UK NGCS SC028 (70ppm)
44911318,UK NGCS SC017 (25ppm)
44911319,UK NGCS SC017 (25ppm)
44911320,UK NGCS SC040 (180ppm)
44911321,UK NGCS SC024 (50ppm)
44911322,UK NGCS SC012 (11ppm)
44911323,UK NGCS SC025 (55ppm)
44911324,UK NGCS SC025 (55ppm)
44911325,UK NGCS SC024 (50ppm)
44911326,UK NGCS SC024 (50ppm)
44911327,UK NGCS SC038 (150ppm)
44911329,UK NGCS SC024 (50ppm)
44911330,UK NGCS SC018 (30ppm)
44911331,UK NGCS SC019 (35ppm)
44911332,UK NGCS SC018 (30ppm)
44911333,UK NGCS SC019 (35ppm)
44911334,UK NGCS SC023 (46ppm)
44911335,UK NGCS SC019 (35ppm)
44911336,UK NGCS SC018 (30ppm)
44911338,UK NGCS SC018 (30ppm)
44911339,UK NGCS SC018 (30ppm)
44911341,UK NGCS SC033 (99ppm)
44911343,UK NGCS SC067 (80ppc + 25ppm)
44911344,UK NGCS SC078 (150ppc + 150ppm)
44911346,UK NGCS SC033 (99ppm)
44911347,UK NGCS SC079 (200ppc + 200ppm)
44911348,UK NGCS SC079 (200ppc + 200ppm)
44911349,UK NGCS SC079 (200ppc + 200ppm)
44911350,UK NGCS SC021 (40ppm)
44911351,UK NGCS SC019 (35ppm)
44911352,UK NGCS SC019 (35ppm)
44911353,UK NGCS SC021 (40ppm)
44911354,UK NGCS SC020 (36ppm)
44911355,UK NGCS SC019 (35ppm)
44911356,UK NGCS SC061 (250ppc)
44911357,UK NGCS SC020 (36ppm)
44911359,UK NGCS SC021 (40ppm)
44911360,UK NGCS SC027 (65ppm)
44911362,UK NGCS SC026 (60ppm)
44911363,UK NGCS SC027 (65ppm)
44911364,UK NGCS SC027 (65ppm)
44911365,UK NGCS SC027 (65ppm)
44911366,UK NGCS SC026 (60ppm)
44911367,UK NGCS SC027 (65ppm)
44911368,UK NGCS SC033 (99ppm)
44911370,UK NGCS SC037 (145ppm)
44911371,UK NGCS SC037 (145ppm)
44911372,UK NGCS SC037 (145ppm)
44911373,UK NGCS SC037 (145ppm)
44911374,UK NGCS SC037 (145ppm)
44911375,UK NGCS SC066 (77ppc + 155ppm)
44911376,UK NGCS SC037 (145ppm)
44911377,UK NGCS SC036 (120ppm)
44911378,UK NGCS SC036 (120ppm)
44911379,UK NGCS SC038 (150ppm)
44911380,UK NGCS SC034 (100ppm)
44911381,UK NGCS SC036 (120ppm)
44911382,UK NGCS SC035 (110ppm)
44911383,UK NGCS SC035 (110ppm)
44911384,UK NGCS SC035 (110ppm)
44911386,UK NGCS SC060 (200ppc)
44911387,UK NGCS SC035 (110ppm)
44911388,UK NGCS SC035 (110ppm)
44911390,UK NGCS SC010 (9ppm)
44911391,UK NGCS SC017 (25ppm)
44911392,UK NGCS SC031 (90ppm)
44911393,UK NGCS SC017 (25ppm)
44911394,UK NGCS SC016 (20ppm)
44911395,UK NGCS SC017 (25ppm)
44911398,UK NGCS SC043 (250ppm)
44911399,UK NGCS SC016 (20ppm)
44911400,UK NGCS SC057 (100ppc)
44911401,UK NGCS SC057 (100ppc)
44911402,UK NGCS SC057 (100ppc)
44911403,UK NGCS SC057 (100ppc)
44911404,UK NGCS SC067 (80ppc + 25ppm)
44911405,UK NGCS SC059 (150ppc)
44911407,UK NGCS SC057 (100ppc)
44911411,UK NGCS SC035 (110ppm)
44911412,UK NGCS SC079 (200ppc + 200ppm)
44911413,UK NGCS SC015 (15ppm)
44911414,UK NGCS SC030 (80ppm)
44911416,UK NGCS SC016 (20ppm)
44911417,UK NGCS SC034 (100ppm)
44911419,UK NGCS SC016 (20ppm)
44911421,UK NGCS SC037 (145ppm)
44911422,UK NGCS SC078 (150ppc + 150ppm)
44911424,UK NGCS SC067 (80ppc + 25ppm)
44911427,UK NGCS SC078 (150ppc + 150ppm)
44911428,UK NGCS SC034 (100ppm)
44911429,UK NGCS SC078 (150ppc + 150ppm)
44911430,UK NGCS SC011 (10ppm)
44911432,UK NGCS SC016 (20ppm)
44911433,UK NGCS SC017 (25ppm)
44911434,UK NGCS SC016 (20ppm)
44911435,UK NGCS SC036 (120ppm)
44911436,UK NGCS SC058 (145ppc)
44911437,UK NGCS SC016 (20ppm)
44911439,UK NGCS SC016 (20ppm)
44911440,UK NGCS SC045 (360ppm)
44911443,UK NGCS SC038 (150ppm)
44911444,UK NGCS SC038 (150ppm)
44911445,UK NGCS SC034 (100ppm)
44911446,UK NGCS SC079 (200ppc + 200ppm)
44911447,UK NGCS SC038 (150ppm)
44911448,UK NGCS SC038 (150ppm)
44911450,UK NGCS SC022 (45ppm)
44911451,UK NGCS SC022 (45ppm)
44911452,UK NGCS SC021 (40ppm)
44911453,UK NGCS SC024 (50ppm)
44911454,UK NGCS SC022 (45ppm)
44911455,UK NGCS SC022 (45ppm)
44911456,UK NGCS SC063 (400ppc)
44911457,UK NGCS SC022 (45ppm)
44911458,UK NGCS SC021 (40ppm)
44911459,UK NGCS SC079 (200ppc + 200ppm)
44911460,UK NGCS SC031 (90ppm)
44911461,UK NGCS SC031 (90ppm)
44911462,UK NGCS SC031 (90ppm)
44911464,UK NGCS SC031 (90ppm)
44911465,UK NGCS SC031 (90ppm)
44911466,UK NGCS SC031 (90ppm)
44911467,UK NGCS SC030 (80ppm)
44911468,UK NGCS SC031 (90ppm)
44911469,UK NGCS SC031 (90ppm)
44911470,UK NGCS SC034 (100ppm)
44911472,UK NGCS SC035 (110ppm)
44911473,UK NGCS SC020 (36ppm)
44911474,UK NGCS SC034 (100ppm)
44911475,UK NGCS SC044 (300ppm)
44911476,UK NGCS SC034 (100ppm)
44911477,UK NGCS SC034 (100ppm)
44911478,UK NGCS SC031 (90ppm)
44911479,UK NGCS SC030 (80ppm)
44911480,UK NGCS SC032 (95ppm)
44911482,UK NGCS SC065 (600ppc)
44911483,UK NGCS SC032 (95ppm)
44911484,UK NGCS SC033 (99ppm)
44911485,UK NGCS SC032 (95ppm)
44911486,UK NGCS SC034 (100ppm)
44911488,UK NGCS SC032 (95ppm)
44911489,UK NGCS SC066 (77ppc + 155ppm)
44911491,UK NGCS SC018 (30ppm)
44911493,UK NGCS SC025 (55ppm)
44911494,UK NGCS SC060 (200ppc)
44911495,UK NGCS SC019 (35ppm)
44911496,UK NGCS SC017 (25ppm)
44911497,UK NGCS SC019 (35ppm)
44911498,UK NGCS SC018 (30ppm)
44911499,UK NGCS SC018 (30ppm)
44911500,UK NGCS SC015 (15ppm)
44911501,UK NGCS SC015 (15ppm)
44911502,UK NGCS SC016 (20ppm)
44911503,UK NGCS SC044 (300ppm)
44911504,UK NGCS SC015 (15ppm)
44911505,UK NGCS SC015 (15ppm)
44911506,UK NGCS SC097 (360ppc + 50ppm)
44911508,UK NGCS SC015 (15ppm)
44911509,UK NGCS SC016 (20ppm)
44911510,UK NGCS SC016 (20ppm)
44911511,UK NGCS SC016 (20ppm)
44911512,UK NGCS SC015 (15ppm)
44911513,UK NGCS SC016 (20ppm)
44911515,UK NGCS SC004 (3ppm)
44911516,UK NGCS SC015 (15ppm)
44911519,UK NGCS SC016 (20ppm)
44911520,UK NGCS SC017 (25ppm)
44911521,UK NGCS SC017 (25ppm)
44911522,UK NGCS SC018 (30ppm)
44911525,UK NGCS SC018 (30ppm)
44911527,UK NGCS SC017 (25ppm)
44911531,UK NGCS SC074 (5ppc + 5ppm)
44911533,UK NGCS SC067 (80ppc + 25ppm)
44911534,UK NGCS SC065 (600ppc)
44911536,UK NGCS SC075 (10ppc + 10ppm)
44911537,UK NGCS SC065 (600ppc)
44911538,UK NGCS SC050 (30ppc)
44911539,UK NGCS SC065 (600ppc)
44911540,UK NGCS SC043 (250ppm)
44911541,UK NGCS SC019 (35ppm)
44911542,UK NGCS SC058 (145ppc)
44911544,UK NGCS SC018 (30ppm)
44911545,UK NGCS SC035 (110ppm)
44911547,UK NGCS SC021 (40ppm)
44911548,UK NGCS SC051 (35ppc)
44911550,UK NGCS SC078 (150ppc + 150ppm)
44911552,UK NGCS SC015 (15ppm)
44911553,UK NGCS SC015 (15ppm)
44911554,UK NGCS SC016 (20ppm)
44911555,UK NGCS SC016 (20ppm)
44911557,UK NGCS SC013 (12ppm)
44911558,UK NGCS SC016 (20ppm)
44911561,UK NGCS SC029 (75ppm)
44911562,UK NGCS SC033 (99ppm)
44911563,UK NGCS SC029 (75ppm)
44911564,UK NGCS SC027 (65ppm)
44911565,UK NGCS SC030 (80ppm)
44911566,UK NGCS SC065 (600ppc)
44911567,UK NGCS SC030 (80ppm)
44911568,UK NGCS SC030 (80ppm)
44911569,UK NGCS SC029 (75ppm)
44911570,UK NGCS SC015 (15ppm)
44911571,UK NGCS SC016 (20ppm)
44911574,UK NGCS SC016 (20ppm)
44911576,UK NGCS SC014 (13ppm)
44911577,UK NGCS SC059 (150ppc)
44911579,UK NGCS SC015 (15ppm)
44911580,UK NGCS SC034 (100ppm)
44911581,UK NGCS SC017 (25ppm)
44911583,UK NGCS SC018 (30ppm)
44911586,UK NGCS SC016 (20ppm)
44911587,UK NGCS SC018 (30ppm)
44911588,UK NGCS SC060 (200ppc)
44911590,UK NGCS SC025 (55ppm)
44911591,UK NGCS SC024 (50ppm)
44911592,UK NGCS SC034 (100ppm)
44911593,UK NGCS SC024 (50ppm)
44911594,UK NGCS SC022 (45ppm)
44911597,UK NGCS SC024 (50ppm)
44911598,UK NGCS SC041 (200ppm)
44911599,UK NGCS SC061 (250ppc)
44911600,UK NGCS SC062 (300ppc)
44911601,UK NGCS SC034 (100ppm)
44911602,UK NGCS SC034 (100ppm)
44911603,UK NGCS SC034 (100ppm)
44911604,UK NGCS SC035 (110ppm)
44911605,UK NGCS SC016 (20ppm)
44911606,UK NGCS SC034 (100ppm)
44911607,UK NGCS SC018 (30ppm)
44911608,UK NGCS SC034 (100ppm)
44911609,UK NGCS SC035 (110ppm)
44911611,UK NGCS SC038 (150ppm)
44911612,UK NGCS SC038 (150ppm)
44911613,UK NGCS SC039 (155ppm)
44911614,UK NGCS SC038 (150ppm)
44911615,UK NGCS SC036 (120ppm)
44911616,UK NGCS SC064 (500ppc)
44911617,UK NGCS SC038 (150ppm)
44911619,UK NGCS SC043 (250ppm)
44911620,UK NGCS SC043 (250ppm)
44911622,UK NGCS SC078 (150ppc + 150ppm)
44911623,UK NGCS SC067 (80ppc + 25ppm)
44911624,UK NGCS SC022 (45ppm)
44911625,UK NGCS SC019 (35ppm)
44911626,UK NGCS SC030 (80ppm)
44911627,UK NGCS SC017 (25ppm)
44911628,UK NGCS SC021 (40ppm)
44911629,UK NGCS SC024 (50ppm)
44911631,UK NGCS SC053 (48ppc)
44911632,UK NGCS SC066 (77ppc + 155ppm)
44911633,UK NGCS SC067 (80ppc + 25ppm)
44911635,UK NGCS SC066 (77ppc + 155ppm)
44911637,UK NGCS SC035 (110ppm)
44911638,UK NGCS SC066 (77ppc + 155ppm)
44911639,UK NGCS SC051 (35ppc)
44911641,UK NGCS SC008 (7ppm)
44911643,UK NGCS SC064 (500ppc)
44911644,UK NGCS SC008 (7ppm)
44911647,UK NGCS SC008 (7ppm)
44911649,UK NGCS SC016 (20ppm)
44911651,UK NGCS SC018 (30ppm)
44911652,UK NGCS SC016 (20ppm)
44911653,UK NGCS SC016 (20ppm)
44911654,UK NGCS SC043 (250ppm)
44911655,UK NGCS SC079 (200ppc + 200ppm)
44911657,UK NGCS SC016 (20ppm)
44911658,UK NGCS SC038 (150ppm)
44911659,UK NGCS SC016 (20ppm)
44911660,UK NGCS SC022 (45ppm)
44911661,UK NGCS SC017 (25ppm)
44911663,UK NGCS SC039 (155ppm)
44911664,UK NGCS SC021 (40ppm)
44911665,UK NGCS SC021 (40ppm)
44911666,UK NGCS SC021 (40ppm)
44911668,UK NGCS SC022 (45ppm)
44911669,UK NGCS SC019 (35ppm)
44911670,UK NGCS SC079 (200ppc + 200ppm)
44911672,UK NGCS SC014 (13ppm)
44911673,UK NGCS SC015 (15ppm)
44911677,UK NGCS SC015 (15ppm)
44911679,UK NGCS SC014 (13ppm)
44911680,UK NGCS SC065 (600ppc)
44911682,UK NGCS SC038 (150ppm)
44911683,UK NGCS SC044 (300ppm)
44911685,UK NGCS SC023 (46ppm)
44911686,UK NGCS SC044 (300ppm)
44911687,UK NGCS SC015 (15ppm)
44911688,UK NGCS SC018 (30ppm)
44911689,UK NGCS SC024 (50ppm)
44911690,UK NGCS SC017 (25ppm)
44911691,UK NGCS SC017 (25ppm)
44911693,UK NGCS SC017 (25ppm)
44911694,UK NGCS SC024 (50ppm)
44911695,UK NGCS SC045 (360ppm)
44911696,UK NGCS SC016 (20ppm)
44911698,UK NGCS SC075 (10ppc + 10ppm)
44911699,UK NGCS SC038 (150ppm)
44911700,UK NGCS SC077 (70ppc + 70ppm)
44911701,UK NGCS SC016 (20ppm)
44911705,UK NGCS SC037 (145ppm)
44911706,UK NGCS SC060 (200ppc)
44911707,UK NGCS SC015 (15ppm)
44911708,UK NGCS SC055 (70ppc)
44911709,UK NGCS SC054 (50ppc)
44911710,UK NGCS SC045 (360ppm)
44911715,UK NGCS SC027 (65ppm)
44911716,UK NGCS SC049 (25ppc)
44911717,UK NGCS SC029 (75ppm)
44911719,UK NGCS SC030 (80ppm)
44911720,UK NGCS SC027 (65ppm)
44911721,UK NGCS SC044 (300ppm)
44911722,UK NGCS SC067 (80ppc + 25ppm)
44911723,UK NGCS SC030 (80ppm)
44911725,UK NGCS SC025 (55ppm)
44911726,UK NGCS SC026 (60ppm)
44911727,UK NGCS SC024 (50ppm)
44911729,UK NGCS SC030 (80ppm)
44911730,UK NGCS SC079 (200ppc + 200ppm)
44911732,UK NGCS SC024 (50ppm)
44911733,UK NGCS SC037 (145ppm)
44911734,UK NGCS SC024 (50ppm)
44911735,UK NGCS SC077 (70ppc + 70ppm)
44911736,UK NGCS SC024 (50ppm)
44911738,UK NGCS SC024 (50ppm)
44911739,UK NGCS SC016 (20ppm)
44911741,UK NGCS SC067 (80ppc + 25ppm)
44911743,UK NGCS SC067 (80ppc + 25ppm)
44911744,UK NGCS SC067 (80ppc + 25ppm)
44911746,UK NGCS SC058 (145ppc)
44911747,UK NGCS SC078 (150ppc + 150ppm)
44911748,UK NGCS SC023 (46ppm)
44911749,UK NGCS SC037 (145ppm)
44911750,UK NGCS SC054 (50ppc)
44911752,UK NGCS SC035 (110ppm)
44911753,UK NGCS SC035 (110ppm)
44911756,UK NGCS SC036 (120ppm)
44911757,UK NGCS SC018 (30ppm)
44911759,UK NGCS SC037 (145ppm)
44911763,UK NGCS SC039 (155ppm)
44911764,UK NGCS SC077 (70ppc + 70ppm)
44911766,UK NGCS SC038 (150ppm)
44911770,UK NGCS SC078 (150ppc + 150ppm)
44911772,UK NGCS SC058 (145ppc)
44911773,UK NGCS SC076 (40ppc + 40ppm)
44911775,UK NGCS SC039 (155ppm)
44911777,UK NGCS SC059 (150ppc)
44911779,UK NGCS SC059 (150ppc)
44911780,UK NGCS SC013 (12ppm)
44911781,UK NGCS SC015 (15ppm)
44911785,UK NGCS SC016 (20ppm)
44911787,UK NGCS SC016 (20ppm)
44911789,UK NGCS SC015 (15ppm)
44911790,UK NGCS SC026 (60ppm)
44911791,UK NGCS SC019 (35ppm)
44911793,UK NGCS SC035 (110ppm)
44911794,UK NGCS SC017 (25ppm)
44911795,UK NGCS SC045 (360ppm)
44911796,UK NGCS SC021 (40ppm)
44911797,UK NGCS SC016 (20ppm)
44911798,UK NGCS SC016 (20ppm)
44911801,UK NGCS SC019 (35ppm)
44911803,UK NGCS SC042 (220ppm)
44911804,UK NGCS SC020 (36ppm)
44911805,UK NGCS SC041 (200ppm)
44911806,UK NGCS SC021 (40ppm)
44911808,UK NGCS SC019 (35ppm)
44911809,UK NGCS SC058 (145ppc)
44911810,UK NGCS SC059 (150ppc)
44911812,UK NGCS SC064 (500ppc)
44911813,UK NGCS SC059 (150ppc)
44911814,UK NGCS SC060 (200ppc)
44911815,UK NGCS SC059 (150ppc)
44911816,UK NGCS SC059 (150ppc)
44911817,UK NGCS SC060 (200ppc)
44911818,UK NGCS SC096 (300ppc+ 300ppm)
44911819,UK NGCS SC059 (150ppc)
44911820,UK NGCS SC030 (80ppm)
44911821,UK NGCS SC030 (80ppm)
44911822,UK NGCS SC078 (150ppc + 150ppm)
44911823,UK NGCS SC022 (45ppm)
44911824,UK NGCS SC030 (80ppm)
44911825,UK NGCS SC037 (145ppm)
44911826,UK NGCS SC030 (80ppm)
44911827,UK NGCS SC018 (30ppm)
44911828,UK NGCS SC030 (80ppm)
44911829,UK NGCS SC015 (15ppm)
44911830,UK NGCS SC031 (90ppm)
44911831,UK NGCS SC031 (90ppm)
44911832,UK NGCS SC031 (90ppm)
44911833,UK NGCS SC030 (80ppm)
44911834,UK NGCS SC038 (150ppm)
44911835,UK NGCS SC016 (20ppm)
44911836,UK NGCS SC016 (20ppm)
44911837,UK NGCS SC031 (90ppm)
44911838,UK NGCS SC031 (90ppm)
44911839,UK NGCS SC016 (20ppm)
44911840,UK NGCS SC033 (99ppm)
44911845,UK NGCS SC019 (35ppm)
44911849,UK NGCS SC031 (90ppm)
44911850,UK NGCS SC027 (65ppm)
44911851,UK NGCS SC027 (65ppm)
44911852,UK NGCS SC027 (65ppm)
44911853,UK NGCS SC027 (65ppm)
44911854,UK NGCS SC028 (70ppm)
44911855,UK NGCS SC027 (65ppm)
44911857,UK NGCS SC028 (70ppm)
44911858,UK NGCS SC028 (70ppm)
44911861,UK NGCS SC025 (55ppm)
44911863,UK NGCS SC025 (55ppm)
44911864,UK NGCS SC025 (55ppm)
44911869,UK NGCS SC025 (55ppm)
44911870,UK NGCS SC034 (100ppm)
44911871,UK NGCS SC025 (55ppm)
44911872,UK NGCS SC025 (55ppm)
44911873,UK NGCS SC025 (55ppm)
44911874,UK NGCS SC037 (145ppm)
44911875,UK NGCS SC041 (200ppm)
44911876,UK NGCS SC025 (55ppm)
44911877,UK NGCS SC025 (55ppm)
44911878,UK NGCS SC025 (55ppm)
44911879,UK NGCS SC026 (60ppm)
44911880,UK NGCS SC036 (120ppm)
44911881,UK NGCS SC038 (150ppm)
44911883,UK NGCS SC076 (40ppc + 40ppm)
44911884,UK NGCS SC036 (120ppm)
44911885,UK NGCS SC036 (120ppm)
44911886,UK NGCS SC065 (600ppc)
44911887,UK NGCS SC036 (120ppm)
44911889,UK NGCS SC041 (200ppm)
44911891,UK NGCS SC028 (70ppm)
44911893,UK NGCS SC017 (25ppm)
44911895,UK NGCS SC028 (70ppm)
44911897,UK NGCS SC028 (70ppm)
44911898,UK NGCS SC056 (75ppc)
44911899,UK NGCS SC028 (70ppm)
44911900,UK NGCS SC038 (150ppm)
44911902,UK NGCS SC024 (50ppm)
44911903,UK NGCS SC031 (90ppm)
44911904,UK NGCS SC024 (50ppm)
44911905,UK NGCS SC024 (50ppm)
44911906,UK NGCS SC024 (50ppm)
44911907,UK NGCS SC025 (55ppm)
44911908,UK NGCS SC031 (90ppm)
44911909,UK NGCS SC026 (60ppm)
44911910,UK NGCS SC034 (100ppm)
44911911,UK NGCS SC057 (100ppc)
44911912,UK NGCS SC011 (10ppm)
44911913,UK NGCS SC098 (360ppc + 150ppm)
44911914,UK NGCS SC038 (150ppm)
44911915,UK NGCS SC012 (11ppm)
44911916,UK NGCS SC035 (110ppm)
44911918,UK NGCS SC014 (13ppm)
44911919,UK NGCS SC014 (13ppm)
44911920,UK NGCS SC038 (150ppm)
44911921,UK NGCS SC014 (13ppm)
44911922,UK NGCS SC014 (13ppm)
44911923,UK NGCS SC014 (13ppm)
44911925,UK NGCS SC015 (15ppm)
44911926,UK NGCS SC012 (11ppm)
44911928,UK NGCS SC030 (80ppm)
44911929,UK NGCS SC015 (15ppm)
44911930,UK NGCS SC024 (50ppm)
44911931,UK NGCS SC018 (30ppm)
44911932,UK NGCS SC018 (30ppm)
44911933,UK NGCS SC019 (35ppm)
44911934,UK NGCS SC019 (35ppm)
44911935,UK NGCS SC019 (35ppm)
44911937,UK NGCS SC018 (30ppm)
44911938,UK NGCS SC018 (30ppm)
44911939,UK NGCS SC018 (30ppm)
44911940,UK NGCS SC024 (50ppm)
44911942,UK NGCS SC024 (50ppm)
44911944,UK NGCS SC024 (50ppm)
44911945,UK NGCS SC079 (200ppc + 200ppm)
44911946,UK NGCS SC022 (45ppm)
44911947,UK NGCS SC024 (50ppm)
44911948,UK NGCS SC039 (155ppm)
44911950,UK NGCS SC079 (200ppc + 200ppm)
44911951,UK NGCS SC023 (46ppm)
44911953,UK NGCS SC018 (30ppm)
44911954,UK NGCS SC018 (30ppm)
44911955,UK NGCS SC082 (22ppm)
